SimpleMLP(
  (features): Sequential(
    (0): Linear(in_features=91, out_features=1000, bias=True)
    (1): ReLU(inplace=True)
	Loss_Exp/eval_phase/test_stream/Task000/Exp030 = 11.3731
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp030 = 0.0163
-- Starting eval on experience 31 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 31 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp031 = 0.8142
	Loss_Exp/eval_phase/test_stream/Task000/Exp031 = 6.9313
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp031 = 0.1416
-- Starting eval on experience 32 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 32 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp032 = 0.6864
	Loss_Exp/eval_phase/test_stream/Task000/Exp032 = 6.3606
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp032 = 0.2627
-- Starting eval on experience 33 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 33 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp033 = 0.1765
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp033 = 0.9798
-- Starting eval on experience 34 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 34 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp034 = 20.7522
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp034 = 0.0000
-- Starting eval on experience 35 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 35 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp035 = 24.5437
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp035 = 0.0000
-- Starting eval on experience 36 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 36 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp036 = 23.1963
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp036 = 0.0000
-- Starting eval on experience 37 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 37 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp037 = 20.7425
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp037 = 0.0000
-- Starting eval on experience 38 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 38 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp038 = 23.7245
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp038 = 0.0000
-- Starting eval on experience 39 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 39 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp039 = 20.0432
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp039 = 0.0000
-- Starting eval on experience 40 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 40 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp040 = 20.3753
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp040 = 0.0000
-- Starting eval on experience 41 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 41 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp041 = 33.3302
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp041 = 0.0000
-- Starting eval on experience 42 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 42 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp042 = 20.2219
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp042 = 0.0000
-- Starting eval on experience 43 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 43 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp043 = 21.8272
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp043 = 0.0000
-- >> End of eval phase << --
	Loss_Stream/eval_phase/test_stream/Task000 = 17.4993
	StreamForgetting/eval_phase/test_stream = 0.9331
	Top1_Acc_Stream/eval_phase/test_stream/Task000 = 0.0315
SimpleMLP(
  (features): Sequential(
    (0): Linear(in_features=91, out_features=1000, bias=True)
    (1): ReLU(inplace=True)
    (2): Dropout(p=0.5, inplace=False)
  )
  (classifier): Linear(in_features=1000, out_features=894, bias=True)
)
-- >> Start of training phase << --

0it [00:00, ?it/s]
Epoch 0 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 21.4958
	Loss_MB/train_phase/train_stream/Task000 = 20.5891
	Time_Epoch/train_phase/train_stream/Task000 = 0.0537
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 1 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 20.2649
	Loss_MB/train_phase/train_stream/Task000 = 18.6669
	Time_Epoch/train_phase/train_stream/Task000 = 0.0536
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 2 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 19.2888
	Loss_MB/train_phase/train_stream/Task000 = 16.8020
	Time_Epoch/train_phase/train_stream/Task000 = 0.0535
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 3 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 18.6793
	Loss_MB/train_phase/train_stream/Task000 = 16.8298
	Time_Epoch/train_phase/train_stream/Task000 = 0.0535
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 4 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 17.5681
	Loss_MB/train_phase/train_stream/Task000 = 26.5546
	Time_Epoch/train_phase/train_stream/Task000 = 0.0539
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 5 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 16.9835
	Loss_MB/train_phase/train_stream/Task000 = 21.4258
	Time_Epoch/train_phase/train_stream/Task000 = 0.0537
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 6 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 16.4118
	Loss_MB/train_phase/train_stream/Task000 = 15.5660
	Time_Epoch/train_phase/train_stream/Task000 = 0.0534
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 7 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 15.6965
	Loss_MB/train_phase/train_stream/Task000 = 18.1743
	Time_Epoch/train_phase/train_stream/Task000 = 0.0535
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 8 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 15.2182
	Loss_MB/train_phase/train_stream/Task000 = 17.4107
	Time_Epoch/train_phase/train_stream/Task000 = 0.0533
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 9 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 14.3558
	Loss_MB/train_phase/train_stream/Task000 = 17.2225
	Time_Epoch/train_phase/train_stream/Task000 = 0.0540
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 10 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 14.0283
	Loss_MB/train_phase/train_stream/Task000 = 12.9431
	Time_Epoch/train_phase/train_stream/Task000 = 0.0532
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 11 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 13.7466
	Loss_MB/train_phase/train_stream/Task000 = 12.5595
	Time_Epoch/train_phase/train_stream/Task000 = 0.0541
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 12 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 13.1248
	Loss_MB/train_phase/train_stream/Task000 = 10.0891
	Time_Epoch/train_phase/train_stream/Task000 = 0.0533
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 13 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 12.7954
	Loss_MB/train_phase/train_stream/Task000 = 9.6823
	Time_Epoch/train_phase/train_stream/Task000 = 0.0533
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 14 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 12.2529
	Loss_MB/train_phase/train_stream/Task000 = 9.8119
	Time_Epoch/train_phase/train_stream/Task000 = 0.0538
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 15 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 11.9500
	Loss_MB/train_phase/train_stream/Task000 = 10.8692
	Time_Epoch/train_phase/train_stream/Task000 = 0.0535
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 16 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 11.4997
	Loss_MB/train_phase/train_stream/Task000 = 9.7583
	Time_Epoch/train_phase/train_stream/Task000 = 0.0537
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 17 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 11.2302
	Loss_MB/train_phase/train_stream/Task000 = 13.7439
	Time_Epoch/train_phase/train_stream/Task000 = 0.0534
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 18 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 10.7155
	Loss_MB/train_phase/train_stream/Task000 = 11.3111
	Time_Epoch/train_phase/train_stream/Task000 = 0.0535
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 19 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 10.5259
	Loss_MB/train_phase/train_stream/Task000 = 10.0234
	Time_Epoch/train_phase/train_stream/Task000 = 0.0534
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 20 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 10.3519
	Loss_MB/train_phase/train_stream/Task000 = 9.9363
	Time_Epoch/train_phase/train_stream/Task000 = 0.0535
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 21 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 9.9143
	Loss_MB/train_phase/train_stream/Task000 = 8.8330
	Time_Epoch/train_phase/train_stream/Task000 = 0.0539
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 22 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 9.7059
	Loss_MB/train_phase/train_stream/Task000 = 9.1047
	Time_Epoch/train_phase/train_stream/Task000 = 0.0540
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 23 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 9.5659
	Loss_MB/train_phase/train_stream/Task000 = 9.0862
	Time_Epoch/train_phase/train_stream/Task000 = 0.0536
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 24 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 9.2344
	Loss_MB/train_phase/train_stream/Task000 = 8.2788
	Time_Epoch/train_phase/train_stream/Task000 = 0.0534
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 25 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 9.0658
	Loss_MB/train_phase/train_stream/Task000 = 9.5311
	Time_Epoch/train_phase/train_stream/Task000 = 0.0533
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 26 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 8.7098
	Loss_MB/train_phase/train_stream/Task000 = 9.0470
	Time_Epoch/train_phase/train_stream/Task000 = 0.0539
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 27 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 8.5600
	Loss_MB/train_phase/train_stream/Task000 = 7.9998
	Time_Epoch/train_phase/train_stream/Task000 = 0.0535
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 28 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 8.3960
	Loss_MB/train_phase/train_stream/Task000 = 7.7354
	Time_Epoch/train_phase/train_stream/Task000 = 0.0540
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 29 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 8.0507
	Loss_MB/train_phase/train_stream/Task000 = 10.2189
	Time_Epoch/train_phase/train_stream/Task000 = 0.0533
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 30 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 7.9944
	Loss_MB/train_phase/train_stream/Task000 = 7.0893
	Time_Epoch/train_phase/train_stream/Task000 = 0.0541
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 31 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 7.7227
	Loss_MB/train_phase/train_stream/Task000 = 7.9998
	Time_Epoch/train_phase/train_stream/Task000 = 0.0534
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 32 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 7.5813
	Loss_MB/train_phase/train_stream/Task000 = 7.5997
	Time_Epoch/train_phase/train_stream/Task000 = 0.0540
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 33 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 7.4521
	Loss_MB/train_phase/train_stream/Task000 = 7.2394
	Time_Epoch/train_phase/train_stream/Task000 = 0.0536
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 34 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 7.3696
	Loss_MB/train_phase/train_stream/Task000 = 6.6860
	Time_Epoch/train_phase/train_stream/Task000 = 0.0542
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 35 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 7.1721
	Loss_MB/train_phase/train_stream/Task000 = 6.4300
	Time_Epoch/train_phase/train_stream/Task000 = 0.0532
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 36 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 7.0855
	Loss_MB/train_phase/train_stream/Task000 = 8.7818
	Time_Epoch/train_phase/train_stream/Task000 = 0.0540
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 37 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.7954
	Loss_MB/train_phase/train_stream/Task000 = 6.5883
	Time_Epoch/train_phase/train_stream/Task000 = 0.0534
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 38 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.7413
	Loss_MB/train_phase/train_stream/Task000 = 6.5970
	Time_Epoch/train_phase/train_stream/Task000 = 0.0542
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 39 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.6125
	Loss_MB/train_phase/train_stream/Task000 = 6.5622
	Time_Epoch/train_phase/train_stream/Task000 = 0.0542
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 40 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.3943
	Loss_MB/train_phase/train_stream/Task000 = 6.9868
	Time_Epoch/train_phase/train_stream/Task000 = 0.0539
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 41 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.2807
	Loss_MB/train_phase/train_stream/Task000 = 7.0099
	Time_Epoch/train_phase/train_stream/Task000 = 0.0537
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 42 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.1341
	Loss_MB/train_phase/train_stream/Task000 = 5.2527
	Time_Epoch/train_phase/train_stream/Task000 = 0.0538
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 43 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 6.1045
	Loss_MB/train_phase/train_stream/Task000 = 5.8817
	Time_Epoch/train_phase/train_stream/Task000 = 0.0538
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 44 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.9388
	Loss_MB/train_phase/train_stream/Task000 = 6.4028
	Time_Epoch/train_phase/train_stream/Task000 = 0.0540
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 45 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.8125
	Loss_MB/train_phase/train_stream/Task000 = 5.1472
	Time_Epoch/train_phase/train_stream/Task000 = 0.0536
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 46 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.7203
	Loss_MB/train_phase/train_stream/Task000 = 5.2768
	Time_Epoch/train_phase/train_stream/Task000 = 0.0541
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 47 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.5503
	Loss_MB/train_phase/train_stream/Task000 = 5.6576
	Time_Epoch/train_phase/train_stream/Task000 = 0.0536
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 48 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.3903
	Loss_MB/train_phase/train_stream/Task000 = 5.3161
	Time_Epoch/train_phase/train_stream/Task000 = 0.0540
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 49 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.2301
	Loss_MB/train_phase/train_stream/Task000 = 5.0444
	Time_Epoch/train_phase/train_stream/Task000 = 0.0538
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 50 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.1487
	Loss_MB/train_phase/train_stream/Task000 = 4.9826
	Time_Epoch/train_phase/train_stream/Task000 = 0.0535
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 51 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 5.0193
	Loss_MB/train_phase/train_stream/Task000 = 4.0929
	Time_Epoch/train_phase/train_stream/Task000 = 0.0533
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0054
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 52 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.8771
	Loss_MB/train_phase/train_stream/Task000 = 5.1769
	Time_Epoch/train_phase/train_stream/Task000 = 0.0534
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0190
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 53 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.7646
	Loss_MB/train_phase/train_stream/Task000 = 4.9774
	Time_Epoch/train_phase/train_stream/Task000 = 0.0554
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0326
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 54 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.6323
	Loss_MB/train_phase/train_stream/Task000 = 4.8317
	Time_Epoch/train_phase/train_stream/Task000 = 0.0584
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0380
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 55 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.5274
	Loss_MB/train_phase/train_stream/Task000 = 4.2552
	Time_Epoch/train_phase/train_stream/Task000 = 0.0552
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0652
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 56 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.4143
	Loss_MB/train_phase/train_stream/Task000 = 4.0805
	Time_Epoch/train_phase/train_stream/Task000 = 0.0543
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0598
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 57 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.3360
	Loss_MB/train_phase/train_stream/Task000 = 4.4275
	Time_Epoch/train_phase/train_stream/Task000 = 0.0540
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0815
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.1250

0it [00:00, ?it/s]
Epoch 58 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.2268
	Loss_MB/train_phase/train_stream/Task000 = 4.2029
	Time_Epoch/train_phase/train_stream/Task000 = 0.0551
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.1033
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.1250

0it [00:00, ?it/s]
Epoch 59 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.1413
	Loss_MB/train_phase/train_stream/Task000 = 4.2177
	Time_Epoch/train_phase/train_stream/Task000 = 0.0548
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.1250
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.1250

0it [00:00, ?it/s]
Epoch 60 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 4.0260
	Loss_MB/train_phase/train_stream/Task000 = 3.8535
	Time_Epoch/train_phase/train_stream/Task000 = 0.0548
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.1522
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.1250

0it [00:00, ?it/s]
Epoch 61 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 3.9202
	Loss_MB/train_phase/train_stream/Task000 = 4.5489
	Time_Epoch/train_phase/train_stream/Task000 = 0.0551
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.1522
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.1250

0it [00:00, ?it/s]
Epoch 62 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 3.8400
	Loss_MB/train_phase/train_stream/Task000 = 4.6134
	Time_Epoch/train_phase/train_stream/Task000 = 0.0545
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.1576
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 63 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 3.7646
	Loss_MB/train_phase/train_stream/Task000 = 3.9644
	Time_Epoch/train_phase/train_stream/Task000 = 0.0545
